,Title_Don,Title_Jonkheer,Title_Officer,Title_Master,Title_Sir,Title_Mr,Title_Miss,Title_Mrs,Age,Sex,Fare,Pclass,Deck,FamilySize,IsAlone,Embarked_Q,Embarked_S,Survived
69,0,0,0,0,0,1,0,0,-0.23393904350551084,0,2.2682524139135403,3,0,2,0,0,1,0
70,0,0,0,0,0,1,0,0,0.2170387640506296,0,2.4423470353692043,2,0,0,1,0,1,0
71,0,0,0,0,0,0,1,0,-0.9855687227657449,1,3.8691155044168695,3,0,7,0,0,1,0
72,0,0,0,0,0,1,0,0,-0.6097538831356278,0,4.310799125385514,2,0,0,1,0,1,0
73,0,0,0,0,0,1,0,0,-0.23393904350551084,0,2.737880811060884,3,0,1,0,0,0,0
74,0,0,0,0,0,1,0,0,0.2170387640506296,0,4.05171190165724,3,0,0,1,0,1,1
75,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.157559320943788,3,6,0,1,0,1,0
76,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.1855792552411137,3,0,0,1,0,1,0
77,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.2027647577118348,3,0,0,1,0,1,0
78,0,0,0,1,0,0,0,0,-2.1257909462035203,0,3.4011973816621555,2,0,2,0,0,1,1
79,0,0,0,0,0,0,1,0,0.0667128281985828,1,2.600836116795061,3,0,0,1,0,1,1
80,0,0,0,0,0,1,0,0,-0.5345909152096044,0,2.302585092994046,3,0,0,1,0,1,0
81,0,0,0,0,0,1,0,0,-0.008450139727440605,0,2.3513752571634776,3,0,0,1,0,1,1
82,0,0,0,0,0,0,1,0,-0.5721723991726162,1,2.1733302571367834,3,0,0,1,1,0,1
83,0,0,0,0,0,1,0,0,-0.08361310765346401,0,3.8732821771117156,1,0,0,1,0,1,0
84,0,0,0,0,0,0,1,0,-0.9104057548397215,1,2.4423470353692043,2,0,0,1,0,1,1
85,0,0,0,0,0,0,0,1,0.292201731976653,1,2.8243506567983707,3,0,3,0,0,1,1
86,0,0,0,0,0,1,0,0,-0.9855687227657449,0,3.5660053559634015,3,0,4,0,0,1,0
87,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.2027647577118348,3,0,0,1,0,1,0
88,0,0,0,0,0,0,1,0,-0.45942794728358105,1,5.575949103146316,1,3,5,0,0,1,1
89,0,0,0,0,0,1,0,0,-0.38426497935755766,0,2.2027647577118348,3,0,0,1,0,1,0
90,0,0,0,0,0,1,0,0,-0.008450139727440605,0,2.2027647577118348,3,0,0,1,0,1,0
91,0,0,0,0,0,1,0,0,-0.6849168510616512,0,2.180891922715322,3,0,0,1,0,1,0
92,0,0,0,0,0,1,0,0,1.2693203150149572,0,4.1299529896894684,1,5,1,0,0,1,0
93,0,0,0,0,0,1,0,0,-0.23393904350551084,0,3.0715352369694915,3,0,3,0,0,1,0
94,0,0,0,0,0,1,0,0,2.2464388980532615,0,2.1102132003465894,3,0,0,1,0,1,0
95,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.2027647577118348,3,0,0,1,0,1,0
96,0,0,0,0,0,1,0,0,3.1483945131655426,0,3.57386695198272,1,1,0,1,0,0,0
97,0,0,0,0,0,1,0,0,-0.45942794728358105,0,4.164465907853638,1,4,1,0,0,0,1
98,0,0,0,0,0,0,0,1,0.36736469990267645,1,3.1780538303479458,2,0,1,0,0,1,1
99,0,0,0,0,0,1,0,0,0.36736469990267645,0,3.295836866004329,2,0,1,0,0,1,0
100,0,0,0,0,0,0,1,0,-0.08361310765346401,1,2.1855792552411137,3,0,0,1,0,1,0
101,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.1855792552411137,3,0,0,1,0,1,0
102,0,0,0,0,0,1,0,0,-0.6097538831356278,0,4.360387947851531,1,4,1,0,0,1,0
103,0,0,0,0,0,1,0,0,0.292201731976653,0,2.267393053825037,3,0,0,1,0,1,0
104,0,0,0,0,0,1,0,0,0.5928536036807467,0,2.188856327665703,3,0,2,0,0,1,0
105,0,0,0,0,0,1,0,0,-0.08361310765346401,0,2.1855792552411137,3,0,0,1,0,1,0
106,0,0,0,0,0,0,1,0,-0.6097538831356278,1,2.157559320943788,3,0,0,1,0,1,1
107,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.1719067693519296,3,0,0,1,0,1,1
108,0,0,0,0,0,1,0,0,0.6680165716067701,0,2.1855792552411137,3,0,0,1,0,1,0
109,0,0,0,0,0,0,1,0,-0.5721723991726162,1,3.224857896545748,3,0,1,0,1,0,1
110,0,0,0,0,0,1,0,0,1.3444832829409807,0,3.970291913552122,1,3,0,1,0,1,0
111,0,0,0,0,0,0,1,0,-1.09831317465478,1,2.737880811060884,3,0,1,0,0,0,0
112,0,0,0,0,0,1,0,0,-0.5345909152096044,0,2.2027647577118348,3,0,0,1,0,1,0
113,0,0,0,0,0,0,1,0,-0.6849168510616512,1,2.3818582738885534,3,0,1,0,0,1,0
114,0,0,0,0,0,0,1,0,-0.9104057548397215,1,2.738146075922933,3,0,0,1,0,0,0
115,0,0,0,0,0,1,0,0,-0.6097538831356278,0,2.188856327665703,3,0,0,1,0,1,0
116,0,0,0,0,0,1,0,0,3.110813029202531,0,2.169053700369523,3,0,0,1,1,0,0
117,0,0,0,0,0,1,0,0,-0.008450139727440605,0,3.091042453358316,2,0,1,0,0,1,0
118,0,0,0,0,0,1,0,0,-0.38426497935755766,0,5.515526544247129,1,2,1,0,0,0,0
119,0,0,0,0,0,0,1,0,-2.0378502737300725,1,3.4742929367327062,3,0,6,0,0,1,0
120,0,0,0,0,0,1,0,0,-0.6097538831356278,0,4.310799125385514,2,0,2,0,0,1,0
121,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.2027647577118348,3,0,0,1,0,1,0
122,0,0,0,0,0,1,0,0,0.2546202480136413,0,3.436268471383741,2,0,1,0,0,0,0
123,0,0,0,0,0,0,1,0,0.2546202480136413,1,2.6390573296152584,2,5,0,1,0,1,1
124,0,0,0,0,0,1,0,0,1.8706240584231446,0,4.360387947851531,1,4,1,0,0,1,0
125,0,0,0,1,0,0,0,0,-1.2862205944698386,0,2.5048481563289,3,0,1,0,0,0,1
126,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.169053700369523,3,0,0,1,1,0,0
127,0,0,0,0,0,1,0,0,-0.38426497935755766,0,2.0969990034181696,3,0,0,1,0,1,1
128,0,0,0,0,0,0,1,0,-0.5721723991726162,1,3.1509523813392697,3,6,2,0,0,0,1
129,0,0,0,0,0,1,0,0,1.194157347088934,0,2.076311648670908,3,0,0,1,0,1,0
130,0,0,0,0,0,1,0,0,0.292201731976653,0,2.1855792552411137,3,0,0,1,0,0,0
131,0,0,0,0,0,1,0,0,-0.6849168510616512,0,2.0856720914304723,3,0,0,1,0,1,0
132,0,0,0,0,0,0,0,1,1.3444832829409807,1,2.740840023925201,3,0,1,0,0,1,0
133,0,0,0,0,0,0,0,1,-0.008450139727440605,1,3.295836866004329,2,0,1,0,0,1,1
134,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.6390573296152584,2,0,0,1,0,1,0
135,0,0,0,0,0,1,0,0,-0.45942794728358105,0,2.775447133088262,2,0,0,1,0,0,0
136,0,0,0,0,0,0,1,0,-0.7600798189876746,1,3.3062747934011893,1,4,2,0,0,1,1
137,0,0,0,0,0,1,0,0,0.5928536036807467,0,3.9908341858524357,1,3,1,0,0,1,0
138,0,0,0,0,0,1,0,0,-0.9855687227657449,0,2.3240236363515288,3,0,0,1,0,1,0
139,0,0,0,0,0,1,0,0,-0.38426497935755766,0,4.384523514872469,1,2,0,1,0,0,0
140,0,0,0,0,0,0,0,1,-0.5721723991726162,1,2.7878344138303452,3,0,2,0,0,0,0
141,0,0,0,0,0,0,1,0,-0.5345909152096044,1,2.169053700369523,3,0,0,1,0,1,1
142,0,0,0,0,0,0,0,1,-0.38426497935755766,1,2.8243506567983707,3,0,1,0,0,1,1
143,0,0,0,0,0,1,0,0,-0.7600798189876746,0,2.0476928433652555,3,0,0,1,1,0,0
144,0,0,0,0,0,1,0,0,-0.8352427869136981,0,2.5257286443082556,2,0,0,1,0,1,0
145,0,0,0,0,0,1,0,0,-0.7600798189876746,0,3.6309854756950335,2,0,2,0,0,1,0
146,0,0,0,0,0,1,0,0,-0.15877607557948742,0,2.174274334826008,3,0,0,1,0,1,1
147,0,0,0,0,0,0,1,0,-1.5117094982479087,1,3.5660053559634015,3,0,4,0,0,1,0
148,0,0,0,0,0,1,0,0,0.5552721197177349,0,3.295836866004329,2,6,2,0,0,1,0
149,0,0,1,0,0,0,0,0,0.9686684433108637,0,2.6390573296152584,2,0,0,1,0,1,0
150,0,0,1,0,0,0,0,0,1.6451351546450743,0,2.6045398247325453,2,0,0,1,0,1,0
151,0,0,0,0,0,0,0,1,-0.5345909152096044,1,4.213607983048918,1,3,1,0,0,1,1
152,0,0,0,0,0,1,0,0,1.9833685103121796,0,2.2027647577118348,3,0,0,1,0,1,0
153,0,0,0,0,0,1,0,0,0.8559239914218286,0,2.740840023925201,3,0,2,0,0,1,0
154,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.1177604059819726,3,0,0,1,0,1,0
155,0,0,0,0,0,1,0,0,1.6451351546450743,0,4.133231886474144,1,0,1,0,0,0,0
156,0,0,0,0,0,0,1,0,-0.9855687227657449,1,2.167143305297764,3,0,0,1,1,0,1
157,0,0,0,0,0,1,0,0,0.0667128281985828,0,2.2027647577118348,3,0,0,1,0,1,0
158,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.2682524139135403,3,0,0,1,0,1,0
159,0,0,0,1,0,0,0,0,-0.30910201143153426,0,4.256321678298823,3,0,10,0,0,1,0
160,0,0,0,0,0,1,0,0,1.1189943791629104,0,2.8390784635086144,3,0,1,0,0,1,0
161,0,0,0,0,0,0,0,1,0.8183425074588169,1,2.8183982582710754,2,0,0,1,0,1,1
162,0,0,0,0,0,1,0,0,-0.23393904350551084,0,2.1719067693519296,3,0,0,1,0,1,0
163,0,0,0,0,0,1,0,0,-0.9104057548397215,0,2.2682524139135403,3,0,0,1,0,1,0
164,0,0,0,1,0,0,0,0,-2.113013241656096,0,3.705920919968788,3,0,5,0,0,1,0
165,0,0,0,1,0,0,0,0,-1.5117094982479087,0,3.0692150503137943,3,0,2,0,0,1,1
166,0,0,0,0,0,0,0,1,0.44252766782869984,1,4.02535169073515,1,5,1,0,0,1,1
167,0,0,0,0,0,0,0,1,1.194157347088934,1,3.3638415951183864,3,0,5,0,0,1,0
168,0,0,0,0,0,1,0,0,0.8183425074588169,0,3.2930552230424524,1,0,0,1,0,1,0
169,0,0,0,0,0,1,0,0,-0.08361310765346401,0,4.05171190165724,3,0,0,1,0,1,0
170,0,0,0,0,0,1,0,0,2.3967648339053085,0,3.5409593240373143,1,2,0,1,0,1,0
171,0,0,0,1,0,0,0,0,-1.8875243378780258,0,3.405355391810819,3,0,5,0,1,0,0
172,0,0,0,0,0,0,1,0,-2.113013241656096,1,2.495953738718064,3,0,2,0,0,1,1
173,0,0,0,0,0,1,0,0,-0.6097538831356278,0,2.188856327665703,3,0,0,1,0,1,0
174,0,0,0,0,0,1,0,0,2.0209499942751914,0,3.4561841799918147,1,1,0,1,0,0,0
175,0,0,0,0,0,1,0,0,-0.8352427869136981,0,2.180891922715322,3,0,2,0,0,1,0
176,0,0,0,1,0,0,0,0,-0.30910201143153426,0,3.275887339030031,3,0,4,0,0,1,0
177,0,0,0,0,0,0,1,0,1.569972186719051,1,3.391567832686312,1,3,0,1,0,0,0
178,0,0,0,0,0,1,0,0,0.0667128281985828,0,2.6390573296152584,2,0,0,1,0,1,0
179,0,0,0,0,0,1,0,0,0.5176906357547233,0,0.0,3,0,0,1,0,1,0
180,0,0,0,0,0,0,1,0,-0.5721723991726162,1,4.256321678298823,3,0,10,0,0,1,0
181,0,0,0,0,0,1,0,0,0.0667128281985828,0,2.775708849576025,2,0,0,1,0,0,0
182,0,0,0,1,0,0,0,0,-1.5117094982479087,0,3.4777725458882283,3,0,6,0,0,1,0
183,0,0,0,1,0,0,0,0,-2.113013241656096,0,3.6888794541139363,2,6,3,0,0,1,1
184,0,0,0,0,0,0,1,0,-1.8875243378780258,1,3.1365805821413706,3,0,2,0,0,1,1
185,0,0,0,0,0,1,0,0,0.8183425074588169,0,3.9318256327243257,1,1,0,1,0,1,0
186,0,0,0,0,0,0,0,1,-0.5721723991726162,1,2.803360380906535,3,0,1,0,1,0,1
187,0,0,0,0,0,1,0,0,1.194157347088934,0,3.3160025355989236,1,0,0,1,0,1,1
188,0,0,0,0,0,1,0,0,0.8183425074588169,0,2.803360380906535,3,0,2,0,1,0,0
189,0,0,0,0,0,1,0,0,0.5176906357547233,0,2.1855792552411137,3,0,0,1,0,1,0
190,0,0,0,0,0,0,0,1,0.2170387640506296,1,2.6390573296152584,2,0,0,1,0,1,1
191,0,0,0,0,0,1,0,0,-0.7600798189876746,0,2.6390573296152584,2,0,0,1,0,1,0
192,0,0,0,0,0,0,1,0,-0.7600798189876746,1,2.180891922715322,3,0,1,0,0,1,1
193,0,0,0,1,0,0,0,0,-1.9626873058040493,0,3.295836866004329,2,6,2,0,0,1,1
194,0,0,0,0,0,0,0,1,1.1189943791629104,1,3.357621598945279,1,2,0,1,0,0,1
195,0,0,0,0,0,0,1,0,2.1712759301272384,1,4.993969182787072,1,2,0,1,0,0,1
196,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.169053700369523,3,0,0,1,1,0,0
197,0,0,0,0,0,1,0,0,0.9686684433108637,0,2.2411563979973974,3,0,1,0,0,1,0
198,0,0,0,0,0,0,1,0,-0.5721723991726162,1,2.169053700369523,3,0,0,1,1,0,1
199,0,0,0,0,0,0,1,0,-0.38426497935755766,1,2.6390573296152584,2,0,0,1,0,1,0
200,0,0,0,0,0,1,0,0,-0.08361310765346401,0,2.3513752571634776,3,0,0,1,0,1,0
201,0,0,0,0,0,1,0,0,-0.30910201143153426,0,4.256321678298823,3,0,10,0,0,1,0
202,0,0,0,0,0,1,0,0,0.36736469990267645,0,2.0143428636837015,3,0,0,1,0,1,0
203,0,0,0,0,0,1,0,0,1.2317388310519457,0,2.1071782966514356,3,0,0,1,0,0,0
204,0,0,0,0,0,1,0,0,-0.8352427869136981,0,2.2027647577118348,3,0,0,1,0,1,1
205,0,0,0,0,0,0,1,0,-2.0378502737300725,1,2.4390808375825834,3,7,1,0,0,1,0
206,0,0,0,0,0,1,0,0,0.2170387640506296,0,2.8243506567983707,3,0,1,0,0,1,0
207,0,0,0,0,0,1,0,0,-0.23393904350551084,0,2.9850504252071306,3,0,0,1,0,0,1
208,0,0,0,0,0,0,1,0,-0.9855687227657449,1,2.169053700369523,3,0,0,1,1,0,1
209,0,0,0,0,0,1,0,0,0.8183425074588169,0,3.4657359027997265,1,1,0,1,0,0,1
210,0,0,0,0,0,1,0,0,-0.38426497935755766,0,2.0856720914304723,3,0,0,1,0,1,0
211,0,0,0,0,0,0,1,0,0.44252766782869984,1,3.091042453358316,2,0,0,1,0,1,1
212,0,0,0,0,0,1,0,0,-0.5345909152096044,0,2.1102132003465894,3,0,0,1,0,1,0
213,0,0,0,0,0,1,0,0,0.0667128281985828,0,2.6390573296152584,2,0,0,1,0,1,0
214,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.169053700369523,3,0,1,0,1,0,0
215,0,0,0,0,0,0,1,0,0.1418757961246062,1,4.738607824217808,1,4,1,0,0,0,1
216,0,0,0,0,0,0,1,0,-0.15877607557948742,1,2.188856327665703,3,0,0,1,0,1,1
217,0,0,0,0,0,1,0,0,0.9686684433108637,0,3.332204510175204,2,0,1,0,0,1,0
218,0,0,0,0,0,0,1,0,0.2170387640506296,1,4.347586575960343,1,4,0,1,0,0,1
219,0,0,0,0,0,1,0,0,0.0667128281985828,0,2.4423470353692043,2,0,0,1,0,1,0
220,0,0,0,0,0,1,0,0,-0.9855687227657449,0,2.2027647577118348,3,0,0,1,0,1,1
221,0,0,0,0,0,1,0,0,-0.15877607557948742,0,2.6390573296152584,2,0,0,1,0,1,0
222,0,0,0,0,0,1,0,0,1.6451351546450743,0,2.2027647577118348,3,0,0,1,0,1,0
223,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.1855792552411137,3,0,0,1,0,1,0
224,0,0,0,0,0,1,0,0,0.6680165716067701,0,4.51085950651685,1,3,1,0,0,1,1
225,0,0,0,0,0,1,0,0,-0.5345909152096044,0,2.336986519711378,3,0,0,1,0,1,0
226,0,0,0,0,0,1,0,0,-0.7600798189876746,0,2.4423470353692043,2,0,0,1,0,1,1
227,0,0,0,0,0,1,0,0,-0.6473353670986396,0,2.1102132003465894,3,0,0,1,0,1,0
228,0,0,0,0,0,1,0,0,-0.8352427869136981,0,2.6390573296152584,2,0,0,1,0,1,0
229,0,0,0,0,0,0,1,0,-0.5721723991726162,1,3.275887339030031,3,0,4,0,0,1,0
230,0,0,0,0,0,0,0,1,0.44252766782869984,1,4.436455632600354,1,3,1,0,0,1,1
231,0,0,0,0,0,1,0,0,-0.008450139727440605,0,2.1719067693519296,3,0,0,1,0,1,0
232,0,0,0,0,0,1,0,0,2.2464388980532615,0,2.6741486494265287,2,0,0,1,0,1,0
233,0,0,0,0,0,0,1,0,-1.8123613699520025,1,3.4777725458882283,3,0,6,0,0,1,1
234,0,0,0,0,0,1,0,0,-0.38426497935755766,0,2.4423470353692043,2,0,0,1,0,1,0
235,0,0,0,0,0,0,1,0,-0.5721723991726162,1,2.145931282948669,3,0,0,1,0,1,0
236,0,0,0,0,0,1,0,0,1.1189943791629104,0,3.295836866004329,2,0,1,0,0,1,0
237,0,0,0,0,0,0,1,0,-1.5868724661739322,1,3.305053521109253,2,0,2,0,0,1,1
238,0,0,0,0,0,1,0,0,-0.7600798189876746,0,2.4423470353692043,2,0,0,1,0,1,0
239,0,0,0,0,0,1,0,0,0.292201731976653,0,2.5858825671280026,2,0,0,1,0,1,0
240,0,0,0,0,0,0,1,0,-0.5721723991726162,1,2.737880811060884,3,0,1,0,0,0,0
241,0,0,0,0,0,0,1,0,-0.5721723991726162,1,2.803360380906535,3,0,1,0,1,0,1
242,0,0,0,0,0,1,0,0,-0.008450139727440605,0,2.4423470353692043,2,0,0,1,0,1,0
243,0,0,0,0,0,1,0,0,-0.5345909152096044,0,2.094945728215801,3,0,0,1,0,1,0
244,0,0,0,0,0,1,0,0,0.0667128281985828,0,2.1071782966514356,3,0,0,1,0,0,0
245,0,0,1,0,0,0,0,0,1.1189943791629104,0,4.51085950651685,1,3,2,0,1,0,0
246,0,0,0,0,0,0,1,0,-0.30910201143153426,1,2.1719067693519296,3,0,0,1,0,1,0
247,0,0,0,0,0,0,0,1,-0.38426497935755766,1,2.740840023925201,2,0,2,0,0,1,1
248,0,0,0,0,0,1,0,0,0.5928536036807467,0,3.9806942251907276,1,4,2,0,0,1,1
249,0,0,1,0,0,0,0,0,1.8706240584231446,0,3.295836866004329,2,0,1,0,0,1,0
250,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.1102132003465894,3,0,0,1,0,1,0
251,0,0,0,0,0,0,0,1,-0.008450139727440605,1,2.4390808375825834,3,7,2,0,0,1,0
252,0,0,0,0,0,1,0,0,2.471927801831332,0,3.3160025355989236,1,3,0,1,0,1,0
253,0,0,0,0,0,1,0,0,0.0667128281985828,0,2.8390784635086144,3,0,1,0,0,1,0
254,0,0,0,0,0,0,0,1,0.8935054753848403,1,3.0545906305603445,3,0,2,0,0,1,0
255,0,0,0,0,0,0,0,1,-0.008450139727440605,1,2.7878344138303452,3,0,2,0,0,0,1
256,0,0,0,0,0,0,0,1,0.44252766782869984,1,4.384523514872469,1,0,0,1,0,0,1
257,0,0,0,0,0,0,1,0,0.0667128281985828,1,4.471638793363569,1,2,0,1,0,1,1
258,0,0,0,0,0,0,1,0,0.44252766782869984,1,6.240917354759096,1,0,0,1,0,0,1
259,0,0,0,0,0,0,0,1,1.569972186719051,1,3.295836866004329,2,0,1,0,0,1,1
260,0,0,0,0,0,1,0,0,-0.30910201143153426,0,2.169053700369523,3,0,0,1,1,0,0
261,0,0,0,1,0,0,0,0,-1.9626873058040493,0,3.4777725458882283,3,0,6,0,0,1,1
262,0,0,0,0,0,1,0,0,1.7202981225710978,0,4.390118804571218,1,5,2,0,0,1,0
263,0,0,0,0,0,1,0,0,0.8183425074588169,0,0.0,1,2,0,1,0,1,0
